"GEO_ID","NAME","P5_001N","P5_002N","P5_003N","P5_004N","P5_005N","P5_006N","P5_007N","P5_008N","P5_009N","P5_010N"
"id","Geographic Area Name"," !!Total:"," !!Total:!!Institutionalized population:"," !!Total:!!Institutionalized population:!!Correctional facilities for adults"," !!Total:!!Institutionalized population:!!Juvenile facilities"," !!Total:!!Institutionalized population:!!Nursing facilities/Skilled-nursing facilities"," !!Total:!!Institutionalized population:!!Other institutional facilities"," !!Total:!!Noninstitutionalized population:"," !!Total:!!Noninstitutionalized population:!!College/University student housing"," !!Total:!!Noninstitutionalized population:!!Military quarters"," !!Total:!!Noninstitutionalized population:!!Other noninstitutional facilities"
"1500000US490351049002","Block Group 2, Census Tract 1049, Salt Lake County, Utah","33","0","0","0","0","0","33","0","0","33"
"1500000US490351049003","Block Group 3, Census Tract 1049, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351101031","Block Group 1, Census Tract 1101.03, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351101032","Block Group 2, Census Tract 1101.03, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351101033","Block Group 3, Census Tract 1101.03, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351101041","Block Group 1, Census Tract 1101.04, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351101042","Block Group 2, Census Tract 1101.04, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351101043","Block Group 3, Census Tract 1101.04, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351101044","Block Group 4, Census Tract 1101.04, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351101051","Block Group 1, Census Tract 1101.05, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351101052","Block Group 2, Census Tract 1101.05, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351101061","Block Group 1, Census Tract 1101.06, Salt Lake County, Utah","82","2","0","2","0","0","80","0","0","80"
"1500000US490351101062","Block Group 2, Census Tract 1101.06, Salt Lake County, Utah","3","0","0","0","0","0","3","0","0","3"
"1500000US490351101063","Block Group 3, Census Tract 1101.06, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351102001","Block Group 1, Census Tract 1102, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351102002","Block Group 2, Census Tract 1102, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351102003","Block Group 3, Census Tract 1102, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351102004","Block Group 4, Census Tract 1102, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351102005","Block Group 5, Census Tract 1102, Salt Lake County, Utah","14","0","0","0","0","0","14","0","0","14"
"1500000US490351103001","Block Group 1, Census Tract 1103, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351103002","Block Group 2, Census Tract 1103, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351103003","Block Group 3, Census Tract 1103, Salt Lake County, Utah","17","17","0","0","17","0","0","0","0","0"
"1500000US490351103004","Block Group 4, Census Tract 1103, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351103005","Block Group 5, Census Tract 1103, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351103006","Block Group 6, Census Tract 1103, Salt Lake County, Utah","9","0","0","0","0","0","9","0","0","9"
"1500000US490351104011","Block Group 1, Census Tract 1104.01, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351104012","Block Group 2, Census Tract 1104.01, Salt Lake County, Utah","36","36","0","0","36","0","0","0","0","0"
"1500000US490351104013","Block Group 3, Census Tract 1104.01, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351104021","Block Group 1, Census Tract 1104.02, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351104022","Block Group 2, Census Tract 1104.02, Salt Lake County, Utah","82","82","0","0","82","0","0","0","0","0"
"1500000US490351104023","Block Group 3, Census Tract 1104.02, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351105001","Block Group 1, Census Tract 1105, Salt Lake County, Utah","62","62","0","0","62","0","0","0","0","0"
"1500000US490351105002","Block Group 2, Census Tract 1105, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351105003","Block Group 3, Census Tract 1105, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351105004","Block Group 4, Census Tract 1105, Salt Lake County, Utah","17","17","0","0","17","0","0","0","0","0"
"1500000US490351106001","Block Group 1, Census Tract 1106, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351106002","Block Group 2, Census Tract 1106, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351106003","Block Group 3, Census Tract 1106, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351106004","Block Group 4, Census Tract 1106, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351106005","Block Group 5, Census Tract 1106, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351107011","Block Group 1, Census Tract 1107.01, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351107012","Block Group 2, Census Tract 1107.01, Salt Lake County, Utah","23","0","0","0","0","0","23","0","0","23"
"1500000US490351107021","Block Group 1, Census Tract 1107.02, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351107022","Block Group 2, Census Tract 1107.02, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351107023","Block Group 3, Census Tract 1107.02, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351107024","Block Group 4, Census Tract 1107.02, Salt Lake County, Utah","52","52","0","0","52","0","0","0","0","0"
"1500000US490351108001","Block Group 1, Census Tract 1108, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351108002","Block Group 2, Census Tract 1108, Salt Lake County, Utah","84","84","0","0","84","0","0","0","0","0"
"1500000US490351108003","Block Group 3, Census Tract 1108, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351108004","Block Group 4, Census Tract 1108, Salt Lake County, Utah","233","233","0","0","233","0","0","0","0","0"
"1500000US490351109001","Block Group 1, Census Tract 1109, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351109002","Block Group 2, Census Tract 1109, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351109003","Block Group 3, Census Tract 1109, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351109004","Block Group 4, Census Tract 1109, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351110011","Block Group 1, Census Tract 1110.01, Salt Lake County, Utah","9","9","0","9","0","0","0","0","0","0"
"1500000US490351110012","Block Group 2, Census Tract 1110.01, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351110013","Block Group 3, Census Tract 1110.01, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351110021","Block Group 1, Census Tract 1110.02, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351110022","Block Group 2, Census Tract 1110.02, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351110023","Block Group 3, Census Tract 1110.02, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351111041","Block Group 1, Census Tract 1111.04, Salt Lake County, Utah","10","0","0","0","0","0","10","0","0","10"
"1500000US490351111042","Block Group 2, Census Tract 1111.04, Salt Lake County, Utah","27","27","0","27","0","0","0","0","0","0"
"1500000US490351111051","Block Group 1, Census Tract 1111.05, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351111052","Block Group 2, Census Tract 1111.05, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351111053","Block Group 3, Census Tract 1111.05, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351111061","Block Group 1, Census Tract 1111.06, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351111062","Block Group 2, Census Tract 1111.06, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351111071","Block Group 1, Census Tract 1111.07, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351111072","Block Group 2, Census Tract 1111.07, Salt Lake County, Utah","16","0","0","0","0","0","16","0","0","16"
"1500000US490351111081","Block Group 1, Census Tract 1111.08, Salt Lake County, Utah","2","0","0","0","0","0","2","0","0","2"
"1500000US490351111082","Block Group 2, Census Tract 1111.08, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351111091","Block Group 1, Census Tract 1111.09, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351111092","Block Group 2, Census Tract 1111.09, Salt Lake County, Utah","14","0","0","0","0","0","14","0","0","14"
"1500000US490351112011","Block Group 1, Census Tract 1112.01, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351112012","Block Group 2, Census Tract 1112.01, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351112021","Block Group 1, Census Tract 1112.02, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351112022","Block Group 2, Census Tract 1112.02, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351112023","Block Group 3, Census Tract 1112.02, Salt Lake County, Utah","77","0","0","0","0","0","77","0","0","77"
"1500000US490351112024","Block Group 4, Census Tract 1112.02, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351113021","Block Group 1, Census Tract 1113.02, Salt Lake County, Utah","10","0","0","0","0","0","10","0","0","10"
"1500000US490351113022","Block Group 2, Census Tract 1113.02, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351113023","Block Group 3, Census Tract 1113.02, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351113024","Block Group 4, Census Tract 1113.02, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351113041","Block Group 1, Census Tract 1113.04, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351113042","Block Group 2, Census Tract 1113.04, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351113051","Block Group 1, Census Tract 1113.05, Salt Lake County, Utah","3","0","0","0","0","0","3","0","0","3"
"1500000US490351113052","Block Group 2, Census Tract 1113.05, Salt Lake County, Utah","41","0","0","0","0","0","41","0","0","41"
"1500000US490351113061","Block Group 1, Census Tract 1113.06, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351113062","Block Group 2, Census Tract 1113.06, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351114001","Block Group 1, Census Tract 1114, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351114002","Block Group 2, Census Tract 1114, Salt Lake County, Utah","47","47","0","0","47","0","0","0","0","0"
"1500000US490351114003","Block Group 3, Census Tract 1114, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351114004","Block Group 4, Census Tract 1114, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351114005","Block Group 5, Census Tract 1114, Salt Lake County, Utah","102","102","0","0","102","0","0","0","0","0"
"1500000US490351114006","Block Group 6, Census Tract 1114, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351115001","Block Group 1, Census Tract 1115, Salt Lake County, Utah","125","116","116","0","0","0","9","0","0","9"
"1500000US490351116011","Block Group 1, Census Tract 1116.01, Salt Lake County, Utah","56","35","0","35","0","0","21","0","0","21"
"1500000US490351116012","Block Group 2, Census Tract 1116.01, Salt Lake County, Utah","175","0","0","0","0","0","175","0","0","175"
"1500000US490351116021","Block Group 1, Census Tract 1116.02, Salt Lake County, Utah","29","0","0","0","0","0","29","0","0","29"
"1500000US490351116022","Block Group 2, Census Tract 1116.02, Salt Lake County, Utah","1918","1642","1604","38","0","0","276","0","0","276"
"1500000US490351116023","Block Group 3, Census Tract 1116.02, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351117011","Block Group 1, Census Tract 1117.01, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351117012","Block Group 2, Census Tract 1117.01, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351117013","Block Group 3, Census Tract 1117.01, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351117021","Block Group 1, Census Tract 1117.02, Salt Lake County, Utah","12","0","0","0","0","0","12","0","0","12"
"1500000US490351117022","Block Group 2, Census Tract 1117.02, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351117023","Block Group 3, Census Tract 1117.02, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351117024","Block Group 4, Census Tract 1117.02, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351118011","Block Group 1, Census Tract 1118.01, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351118012","Block Group 2, Census Tract 1118.01, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351118013","Block Group 3, Census Tract 1118.01, Salt Lake County, Utah","99","99","0","0","99","0","0","0","0","0"
"1500000US490351118014","Block Group 4, Census Tract 1118.01, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351118021","Block Group 1, Census Tract 1118.02, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351118022","Block Group 2, Census Tract 1118.02, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351119031","Block Group 1, Census Tract 1119.03, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351119032","Block Group 2, Census Tract 1119.03, Salt Lake County, Utah","64","64","0","0","64","0","0","0","0","0"
"1500000US490351119033","Block Group 3, Census Tract 1119.03, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351119041","Block Group 1, Census Tract 1119.04, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351119042","Block Group 2, Census Tract 1119.04, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351119043","Block Group 3, Census Tract 1119.04, Salt Lake County, Utah","150","150","0","0","150","0","0","0","0","0"
"1500000US490351119051","Block Group 1, Census Tract 1119.05, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351119052","Block Group 2, Census Tract 1119.05, Salt Lake County, Utah","53","53","0","0","53","0","0","0","0","0"
"1500000US490351119053","Block Group 3, Census Tract 1119.05, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351119061","Block Group 1, Census Tract 1119.06, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351119062","Block Group 2, Census Tract 1119.06, Salt Lake County, Utah","75","0","0","0","0","0","75","0","0","75"
"1500000US490351120011","Block Group 1, Census Tract 1120.01, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351120012","Block Group 2, Census Tract 1120.01, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351120013","Block Group 3, Census Tract 1120.01, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351120021","Block Group 1, Census Tract 1120.02, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351120022","Block Group 2, Census Tract 1120.02, Salt Lake County, Utah","53","53","0","0","53","0","0","0","0","0"
"1500000US490351120023","Block Group 3, Census Tract 1120.02, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351120024","Block Group 4, Census Tract 1120.02, Salt Lake County, Utah","17","0","0","0","0","0","17","0","0","17"
"1500000US490351121011","Block Group 1, Census Tract 1121.01, Salt Lake County, Utah","13","9","0","0","0","9","4","0","0","4"
"1500000US490351121012","Block Group 2, Census Tract 1121.01, Salt Lake County, Utah","17","0","0","0","0","0","17","0","0","17"
"1500000US490351121013","Block Group 3, Census Tract 1121.01, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351121014","Block Group 4, Census Tract 1121.01, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351121021","Block Group 1, Census Tract 1121.02, Salt Lake County, Utah","12","0","0","0","0","0","12","0","0","12"
"1500000US490351121022","Block Group 2, Census Tract 1121.02, Salt Lake County, Utah","3","0","0","0","0","0","3","0","0","3"
"1500000US490351121023","Block Group 3, Census Tract 1121.02, Salt Lake County, Utah","13","13","0","0","13","0","0","0","0","0"
"1500000US490351121024","Block Group 4, Census Tract 1121.02, Salt Lake County, Utah","3","0","0","0","0","0","3","0","0","3"
"1500000US490351122011","Block Group 1, Census Tract 1122.01, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351122012","Block Group 2, Census Tract 1122.01, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351122013","Block Group 3, Census Tract 1122.01, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351122021","Block Group 1, Census Tract 1122.02, Salt Lake County, Utah","11","0","0","0","0","0","11","0","0","11"
"1500000US490351122022","Block Group 2, Census Tract 1122.02, Salt Lake County, Utah","2","0","0","0","0","0","2","0","0","2"
"1500000US490351122023","Block Group 3, Census Tract 1122.02, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351123011","Block Group 1, Census Tract 1123.01, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351123012","Block Group 2, Census Tract 1123.01, Salt Lake County, Utah","17","0","0","0","0","0","17","0","0","17"
"1500000US490351123013","Block Group 3, Census Tract 1123.01, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351123021","Block Group 1, Census Tract 1123.02, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351123022","Block Group 2, Census Tract 1123.02, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351123023","Block Group 3, Census Tract 1123.02, Salt Lake County, Utah","14","0","0","0","0","0","14","0","0","14"
"1500000US490351124021","Block Group 1, Census Tract 1124.02, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351124022","Block Group 2, Census Tract 1124.02, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351124023","Block Group 3, Census Tract 1124.02, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351124024","Block Group 4, Census Tract 1124.02, Salt Lake County, Utah","8","0","0","0","0","0","8","0","0","8"
"1500000US490351124041","Block Group 1, Census Tract 1124.04, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351124042","Block Group 2, Census Tract 1124.04, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351124043","Block Group 3, Census Tract 1124.04, Salt Lake County, Utah","8","0","0","0","0","0","8","0","0","8"
"1500000US490351124044","Block Group 4, Census Tract 1124.04, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351124051","Block Group 1, Census Tract 1124.05, Salt Lake County, Utah","127","109","0","0","109","0","18","0","0","18"
"1500000US490351124052","Block Group 2, Census Tract 1124.05, Salt Lake County, Utah","218","0","0","0","0","0","218","0","0","218"
"1500000US490351124061","Block Group 1, Census Tract 1124.06, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351124062","Block Group 2, Census Tract 1124.06, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351124063","Block Group 3, Census Tract 1124.06, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351125011","Block Group 1, Census Tract 1125.01, Salt Lake County, Utah","15","0","0","0","0","0","15","0","0","15"
"1500000US490351125012","Block Group 2, Census Tract 1125.01, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351125013","Block Group 3, Census Tract 1125.01, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351125031","Block Group 1, Census Tract 1125.03, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351125032","Block Group 2, Census Tract 1125.03, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351125033","Block Group 3, Census Tract 1125.03, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351125034","Block Group 4, Census Tract 1125.03, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351125041","Block Group 1, Census Tract 1125.04, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351125042","Block Group 2, Census Tract 1125.04, Salt Lake County, Utah","2","0","0","0","0","0","2","0","0","2"
"1500000US490351125043","Block Group 3, Census Tract 1125.04, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351125051","Block Group 1, Census Tract 1125.05, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351125052","Block Group 2, Census Tract 1125.05, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351125053","Block Group 3, Census Tract 1125.05, Salt Lake County, Utah","13","0","0","0","0","0","13","0","0","13"
"1500000US490351125054","Block Group 4, Census Tract 1125.05, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351126041","Block Group 1, Census Tract 1126.04, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351126042","Block Group 2, Census Tract 1126.04, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351126043","Block Group 3, Census Tract 1126.04, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351126044","Block Group 4, Census Tract 1126.04, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351126081","Block Group 1, Census Tract 1126.08, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351126082","Block Group 2, Census Tract 1126.08, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351126083","Block Group 3, Census Tract 1126.08, Salt Lake County, Utah","20","13","0","0","13","0","7","0","0","7"
"1500000US490351126084","Block Group 4, Census Tract 1126.08, Salt Lake County, Utah","21","0","0","0","0","0","21","0","0","21"
"1500000US490351126091","Block Group 1, Census Tract 1126.09, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351126092","Block Group 2, Census Tract 1126.09, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351126093","Block Group 3, Census Tract 1126.09, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351126101","Block Group 1, Census Tract 1126.10, Salt Lake County, Utah","1","0","0","0","0","0","1","0","0","1"
"1500000US490351126102","Block Group 2, Census Tract 1126.10, Salt Lake County, Utah","3","0","0","0","0","0","3","0","0","3"
"1500000US490351126103","Block Group 3, Census Tract 1126.10, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351126111","Block Group 1, Census Tract 1126.11, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351126112","Block Group 2, Census Tract 1126.11, Salt Lake County, Utah","12","0","0","0","0","0","12","0","0","12"
"1500000US490351126113","Block Group 3, Census Tract 1126.11, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351126114","Block Group 4, Census Tract 1126.11, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351126121","Block Group 1, Census Tract 1126.12, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351126122","Block Group 2, Census Tract 1126.12, Salt Lake County, Utah","14","0","0","0","0","0","14","0","0","14"
"1500000US490351126131","Block Group 1, Census Tract 1126.13, Salt Lake County, Utah","3","0","0","0","0","0","3","0","0","3"
"1500000US490351126132","Block Group 2, Census Tract 1126.13, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351126133","Block Group 3, Census Tract 1126.13, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351126141","Block Group 1, Census Tract 1126.14, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351126142","Block Group 2, Census Tract 1126.14, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351126151","Block Group 1, Census Tract 1126.15, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351126152","Block Group 2, Census Tract 1126.15, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351126161","Block Group 1, Census Tract 1126.16, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351126162","Block Group 2, Census Tract 1126.16, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351126163","Block Group 3, Census Tract 1126.16, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351126171","Block Group 1, Census Tract 1126.17, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351126172","Block Group 2, Census Tract 1126.17, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351126173","Block Group 3, Census Tract 1126.17, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351126181","Block Group 1, Census Tract 1126.18, Salt Lake County, Utah","21","0","0","0","0","0","21","0","0","21"
"1500000US490351126182","Block Group 2, Census Tract 1126.18, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351126191","Block Group 1, Census Tract 1126.19, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351126192","Block Group 2, Census Tract 1126.19, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351126201","Block Group 1, Census Tract 1126.20, Salt Lake County, Utah","7","7","0","0","7","0","0","0","0","0"
"1500000US490351126202","Block Group 2, Census Tract 1126.20, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351126203","Block Group 3, Census Tract 1126.20, Salt Lake County, Utah","23","0","0","0","0","0","23","0","0","23"
"1500000US490351126211","Block Group 1, Census Tract 1126.21, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351126212","Block Group 2, Census Tract 1126.21, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351126213","Block Group 3, Census Tract 1126.21, Salt Lake County, Utah","15","15","0","0","15","0","0","0","0","0"
"1500000US490351127001","Block Group 1, Census Tract 1127, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351127002","Block Group 2, Census Tract 1127, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
"1500000US490351127003","Block Group 3, Census Tract 1127, Salt Lake County, Utah","0","0","0","0","0","0","0","0","0","0"
